,player_name,news_file,Transfered
10,Bailly,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\164.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\6.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\6.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\6.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\175.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\20.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\20.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\206.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\117.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\146.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\5.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\86.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\98.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\31.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\45.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\69.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\56.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\95.txt']",0
11,Bakayoko,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\200.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\200.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\200.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\197.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\197.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\197.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\209.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\101.txt']",1
12,Balogun,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\104.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\109.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\109.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\109.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\53.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\140.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\140.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\31.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\31.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\116.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\153.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\33.txt']",0
13,Barkley,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\27.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\153.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\178.txt']",0
14,Barnes,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\125.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\183.txt']",0
15,Bellerin,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\152.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\26.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\20.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\154.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\142.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\172.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\172.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\71.txt']",1
16,Benrahma,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\137.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\137.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\146.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\151.txt']",0
17,Benteke,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\49.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\49.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\49.txt']",0
18,Berge,['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\44.txt'],0
19,Bissouma,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\200.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\148.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\148.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\70.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\70.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\100.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\100.txt']",0
20,Boateng,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\116.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\131.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\59.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\158.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\81.txt']",0
21,Brewster,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\34.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\87.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\229.txt']",0
22,Brooks,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\153.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\153.txt']",0
23,Bull,['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\2.txt'],0
24,Burke,['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\104.txt'],0
25,Cavani,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\11.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\136.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\217.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\33.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\67.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\80.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\92.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\2.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\2.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\8.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\143.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\56.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\86.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\169.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\187.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\25.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\31.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\55.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\78.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\143.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\162.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\84.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\165.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\178.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\188.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\4.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\4.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\82.txt']",0
26,Chilwell,['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\3.txt'],0
27,Christensen,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\73.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\164.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\168.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\99.txt']",0
28,Coufal,['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\228.txt'],0
29,Craig,['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\137.txt'],0
30,Davies,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\190.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\41.txt']",1
31,De Bruyne,['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\132.txt'],0
32,Dean,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\95.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\176.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\186.txt']",0
33,Diallo,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\231.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\231.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\225.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\225.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\225.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\225.txt']",1
34,Drinkwater,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\162.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\136.txt']",1
